Document Type,ASM Name,Company Code,Company Name,Market Name,Sector Name,Sub-sector Name,Sub-sector Detail Code,Sub-sector Detail Name,State Name,District Name,Census Sub-District Code,Census Sub-District Name,Town Type,Town Name,Previous DB Code,Core YN,Convertion Date,Sales Executive Code,Sales Executive Name,DSR Beat Day,Unique Code,Customer Code,Customer Name,Special Code,Customer GSTN NO,Ship To Name,Ship To GSTN NO,Master Brand Name,Product Brand Name,Product Code,Promo / Non Promo,Product Name,HSN Number,Price Circular Number,Invoice No,Invoice Date,Reference Invoice No,Reference Invoice Date,Castrol Week No,Scheme Code,Pack Size,Product Volume,Scheme Discount Name,Scheme Discount Value,Coupon Discount Name,Coupon Value,Mode Of Payement,MOP Percent,MOP Discount,Total Value incl VAT/GST,Total Value Without GST,Total VAT,CGST Percentage,CGST Value,SGST Percentage,SGST Value,UGST Percentage,UTGST Value,IGST Percentage,IGST Value,Coupon Discount WOVAT,TCS
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,CRB Plus,3441455,NON_PROMO,"CRB PLUS 20W-40, 7.5L MK",271019,2025202,INV/25-26/04034,7/18/2025,,,29,,7.5,15,RETQ32501,38.14,,0,Cash,0,0,4120.6,3492.03,628.57,9,314.28,9,314.28,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9538390116,CS01299,"MAHADEV AUTOMOBILES, LKS",,,,,Castrol,CRB Mini Truck,3435017,PROMO,"CRB MINI TRUCK 15W-40,4X3L MK",271019,2025202,INV/25-26/05225,8/23/2025,,,34,,3,3,RETQ32501,7.63,,0,Cash,0,0,869.15,736.57,132.58,9,66.29,9,66.29,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9259922330,CS01300,"SHREE OM BANNA AUTOMOBILE, LKS",,,,,Castrol,Magnatec SUV,3439939,PROMO,"MAGNATEC SUV 5W-30, 4X3.5L",271019,2025302,INV/25-26/06558,9/27/2025,,,39,,3.5,3.5,RETQ32501,50.42,,0,Cash,0,0,1754.5,1486.86,267.64,9,133.82,9,133.82,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Workshops,Independent Workshop,Motorcycle,G_957-4,Independent Motorcycle Workshop.,RAJASTHAN,BIKANER,00480,Sridungargarh,Urban,Dungargarh,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Tuesday,9435095538,CS01302,"LAXMI AUTO REPAIRING CENTRE, SDGH",,,,,Castrol,Auto Care Maintenance,3440682,NON_PROMO,"ANTI RUST LUBSPRAY,24X.075L MK",34039900,2025101,INV/25-26/04914,8/13/2025,,,33,,1,2,MCOQ32503,25.42,,0,Cash,0,0,201,170.34,30.66,9,15.33,9,15.33,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Workshops,Independent Workshop,Car,G_CASE-955-4,Branded PCO IWS Enhanced,RAJASTHAN,BIKANER,00473,Bikaner,Urban,Bikaner,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Monday,9685820224,CS01305,"GANPATI MOTORS, BKN",,,,,Castrol,GTX,3435475,NON_PROMO,"GTX 5W-30, 50L",271019,2025301,INV/25-26/05797,9/8/2025,,,37,,50,50,PCOQ32507,0,,0,Cash,0,0,14442.5,12239.41,2203.09,9,1101.55,9,1101.55,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Workshops,Independent Workshop,Motorcycle,G_GEN-957-4,Independent Motorcycle Workshop,RAJASTHAN,BIKANER,00473,Bikaner,Urban,Bikaner,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Wednesday,9495481594,CS01307,"GURJANT SCOOTER CENTRE, BKN",,,,,Castrol,Activ Essential,3438280,PROMO,ACTIV ESSENTIAL 10W30 20X.9MK,271019,2025201,INV/25-26/03912,7/15/2025,,,29,,0.9,9,CASAQ32501,190.68,,0,Cash,0,0,2269.71,1923.48,346.23,9,173.11,9,173.11,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,CHURU,00485,Ratangarh,Urban,Ratangarh,,Y,31/03/2015,00006,MR. RAKESH KUMAR,Wednesday,9973543773,CS01312,"SHYAM AUTO STORE, RATANGARH",,08AFBPJ3505R1Z8,,,Castrol,RX Super,3418761,NON_PROMO,"RX SUPER TURBO 15W40, 15L N MK",271019,2025201,INV/25-26/03683,7/9/2025,,,28,,15,15,RETQ32501,38.14,,0,Cash,0,0,5278.76,4473.52,805.23,9,402.62,9,402.62,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,CHURU,00485,Ratangarh,Urban,Ratangarh,,Y,31/03/2015,00006,MR. RAKESH KUMAR,Wednesday,9732481896,CS01315,"M.M. MOTOR,RATANGARH",,,,,Castrol,CRB Plus,3441455,NON_PROMO,"CRB PLUS 20W-40, 7.5L MK",271019,2025202,INV/25-26/05445,8/27/2025,,,35,,7.5,7.5,RETQ32501,19.07,,0,Cash,0,0,2060.3,1746.02,314.28,9,157.14,9,157.14,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,CHURU,00485,Ratangarh,Urban,Ratangarh,,Y,31/03/2015,00006,MR. RAKESH KUMAR,Wednesday,9767657073,CS01318,"CHOUDHARY MOTOR PARTS,RATANGARH",,08BPZPB2576K1Z7,,,Castrol,GTX Essential,3437433,NON_PROMO,"GTX ESSENTIAL 20W-50, 20X1L MK",271019,2025102,INV/25-26/03681,7/9/2025,,,28,,1,10,RETQ32501,25.42,,0,Cash,0,0,2550,2161.02,388.98,9,194.49,9,194.49,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,CHURU,00485,Ratangarh,Urban,Ratangarh,,Y,31/03/2015,00006,MR. RAKESH KUMAR,Wednesday,9759299565,CS01320,"RITIKA MOTORS, RATANGARH",,08BGTPK7725E1ZZ,,,Castrol,CRB Turbomax,3439599,PROMO,"CRBTURBOMAX15W40CI4PLUS,15L",271019,2025202,INV/25-26/03565,7/2/2025,,,27,,15,30,WORKSHOP DISCOUNT,0,,0,Cash,0,0,9419.18,7982.35,1436.82,9,718.41,9,718.41,0,0,0,0,0,0
