Document Type,ASM Name,Company Code,Company Name,Market Name,Sector Name,Sub-sector Name,Sub-sector Detail Code,Sub-sector Detail Name,State Name,District Name,Census Sub-District Code,Census Sub-District Name,Town Type,Town Name,Previous DB Code,Core YN,Convertion Date,Sales Executive Code,Sales Executive Name,DSR Beat Day,Unique Code,Customer Code,Customer Name,Special Code,Customer GSTN NO,Ship To Name,Ship To GSTN NO,Master Brand Name,Product Brand Name,Product Code,Promo / Non Promo,Product Name,HSN Number,Price Circular Number,Invoice No,Invoice Date,Reference Invoice No,Reference Invoice Date,Castrol Week No,Scheme Code,Pack Size,Product Volume,Scheme Discount Name,Scheme Discount Value,Coupon Discount Name,Coupon Value,Mode Of Payement,MOP Percent,MOP Discount,Total Value incl VAT/GST,Total Value Without GST,Total VAT,CGST Percentage,CGST Value,SGST Percentage,SGST Value,UGST Percentage,UTGST Value,IGST Percentage,IGST Value,Coupon Discount WOVAT,TCS
Free Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,CRB Plus,3441460,NON_PROMO,"CRB PLUS 20W-40, 20X1L MK",271019,2025402,INV/25-26/10213,12/27/2025,,,52,25Q4RET12104A,1,1,,0,,0,Cash,0,0,0.5,0.41,0,9,0.05,9,0.05,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,CRB Plus,3441455,NON_PROMO,"CRB PLUS 20W-40, 7.5L MK",271019,2025402,INV/25-26/07217,10/15/2025,,,42,,7.5,7.5,RETQ42501,19.07,,0,Cash,0,0,2060.3,1746.02,314.28,9,157.14,9,157.14,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,Activ,3438943,PROMO,"ACTIV 4T 20W-40, 20X.9L C MK",271019,2025402,INV/25-26/09014,11/29/2025,,,48,,0.9,1.8,RETQ42501,9.15,,0,Cash,0,0,711.47,602.94,108.53,9,54.26,9,54.26,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,CRB Plus,3441456,NON_PROMO,"CRB PLUS 20W-40, 8.5L MK",271019,2025302,INV/25-26/07217,10/15/2025,,,42,,8.5,8.5,RETQ42501,21.61,,0,Cash,0,0,2335.01,1978.82,356.19,9,178.09,9,178.09,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,Activ,3438943,PROMO,"ACTIV 4T 20W-40, 20X.9L C MK",271019,2025402,INV/25-26/10342,12/27/2025,,,52,,0.9,1.8,RETQ42501,9.15,,0,Cash,0,0,711.47,602.94,108.53,9,54.26,9,54.26,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_TRKM-375-4,Multiple Chains - Truck Spares Multibrand,RAJASTHAN,BIKANER,00475,Lunkaransar,Urban,Lunkaransar,,Y,31/03/2015,00003,Mr. JAGDISH KUMAR THAREJA,Friday,9810438960,CS01298,"ZAMINDAR AUTO STORE, LKS",,,,,Castrol,CRB Plus,3441455,NON_PROMO,"CRB PLUS 20W-40, 7.5L MK",271019,2025402,INV/25-26/10342,12/27/2025,,,52,,7.5,7.5,RETQ42501,19.07,,0,Cash,0,0,2060.3,1746.02,314.28,9,157.14,9,157.14,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_CARM-375-4,Multiple Chains - Car Spares Multibrand,RAJASTHAN,BIKANER,00477,Nokha,Urban,Bikaner,,Y,31/03/2015,00005,MR. DAYA RAM GEDAR,Saturday,9771216056,CS01725,"BIKANER AUTO SALES, BKN",,,,,Castrol,Other Castrol Motorcycle,3420870,NON_PROMO,"GREASE AP 3, 120X.05K MK",271019,2025302,INV/25-26/09517,12/9/2025,,,50,,0.05,1,WORKSHOP DISCOUNT,0,,0,Cash,0,0,515.49,436.86,78.63,9,39.32,9,39.32,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_CARM-375-4,Multiple Chains - Car Spares Multibrand,RAJASTHAN,BIKANER,00477,Nokha,Urban,Bikaner,,Y,31/03/2015,00005,MR. DAYA RAM GEDAR,Saturday,9771216056,CS01725,"BIKANER AUTO SALES, BKN",,,,,Castrol,Other Castrol Motorcycle,3420870,NON_PROMO,"GREASE AP 3, 120X.05K MK",271019,2025302,INV/25-26/07885,10/31/2025,,,44,,0.05,0.5,WORKSHOP DISCOUNT,0,,0,Cash,0,0,257.75,218.43,39.32,9,19.66,9,19.66,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_CARM-375-4,Multiple Chains - Car Spares Multibrand,RAJASTHAN,BIKANER,00477,Nokha,Urban,Bikaner,,Y,31/03/2015,00005,MR. DAYA RAM GEDAR,Saturday,9771216056,CS01725,"BIKANER AUTO SALES, BKN",,,,,Castrol,Auto Care Maintenance,3440682,NON_PROMO,"ANTI RUST LUBSPRAY,24X.075L MK",34039900,2025101,INV/25-26/07466,10/25/2025,,,43,,1,5,RETQ42501,63.56,,0,Cash,0,0,502.5,425.85,76.65,9,38.33,9,38.33,0,0,0,0,0,0
Invoice,Abhay Pandey,13305037,SHRI LAXMI AUTO STORES,Retail,Auto Specialist Accessory Shops,Multiple Chains,G_CARM-375-4,Multiple Chains - Car Spares Multibrand,RAJASTHAN,BIKANER,00477,Nokha,Urban,Bikaner,,Y,31/03/2015,00005,MR. DAYA RAM GEDAR,Saturday,9771216056,CS01725,"BIKANER AUTO SALES, BKN",,,,,Castrol,Activ Essential,3438278,PROMO,ACTIV ESSENTIAL 20W40 20X.9MKN,271019,2025301,INV/25-26/06951,10/7/2025,,,41,,0.9,0.9,RETQ42501,19.07,,0,Cash,0,0,226.97,192.35,34.62,9,17.31,9,17.31,0,0,0,0,0,0
